sentence,hate,category
সবগুলির জারজ সন্তান এভাবে একটা মানুষকে হয়রানি করার কি দরকার,1,sports
ইন্ডিয়ার কুত্তার বাচ্চারা বাংলাদেশের সাথে এত এত শত্রুতা করে কেন?,1,sports
পাপোনের মেয়ে কে চুদি,1,sports
শালা একটা মাগিবাজ আজীবন নিশিদ্দ করা হক,1,sports
মুশরিকের গেঞ্জি পরা যে লোকটা ওকে দেখলে আমার মনে হয় ও একটা গাঞ্জাখোর শালার পুতে কিভাবে দরছে ওকে আর কিভাবে কথা বলে,1,sports
এটা একটা বালের কাপ শুরু হইছে😡 পাপন গ্রেট মাদারচুদ🖕🖕🖕,1,sports
শালার পুতেরাা মদ খাস আর মাগি চোদোছ না / কয় টা টাকা হইছে তোদের কাছে সুজুন ভাই যে বলছে তোদের কাছে যদি টাকা না থাকে তাহলে এতো বাবু গিরি থাকবে না ।।।,1,sports
ভুয়া নিউস দিস কেন মাদারির বাচা,1,sports
শয়তান পাপ কে সভাপতির পথ থেকে জুতা মেরে তাড়ানো উচিত।,1,sports
শালায়(সাব্বির) পুরাই একটা মাল।😂😂😂😂,1,sports
মনের কথা বললেন,1,sports
মাদার চোদ ভালো খাললে ভালো বলো খারাপ খেললে খারাপ বলো চোদন,1,sports
চোখ দেখছেন?😠😠,1,sports
"তোরা শালারা পতিতার মেয়ে নিয়া টানাটানি করস কেনো,,,,মেয়ে কি আর খুজে পাচ না",1,sports
ইসসস<br /><br />কালাহাসের মুখের ভাষা কি😡মন চায় জুতা মারি,1,sports
পাপন খানকির পোলা এইসব করছে। একটা কুত্তার বাচ্চা। পাপন 🖕🖕🖕🖕🖕🖕 🖕🖕🖕 পাপন🖕🖕🖕,1,sports
